subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita BMB,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
Quintile 4 (Per Capita Income),2025,P5,1419.16,0,0,0,0,0,0,0,0,0,44060.480000000003,20601.02,0,0,0,0,51754.92,0,23848.97,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2025,P50,14725.2,1996.7,11287.3,3452.3,120.1,3760.5,0,1862.3,699.6,0,56228.3,40843,550.9,0,18060.5,0,64199.9,0,48563.199999999997,0,8.9,789.9,0,17654.8,0,0,0,230.6,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2025,P75,27128,10700,31772,5308,434,7462,0,1862,700,0,64056,48413,1988,0,23626,28962,73333,0,58348,287,647,6440,0,22053,17768,18835,0,1063,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2025,P90,38608,22876,46486,8027,656,13332,5411,1862,700,0,70497,55680,3010,14585,27221,50904,80006,0,68651,3666,2942,12939,0,25394,24940,54982,0,1907,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2025,P95,46431,31128,54514,9603,771,17943,10566,1862,700,0,74021,60748,3538,28951,29224,64775,82338,0,74596,7371,5325,18134,3905,27365,27751,73223,0,2627,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2025,P99,58516,47843,67525,17130,974,31321,20814,3725,1372,58,79268,77317,4468,78020,32842,94348,84107,0,93804,21527,13115,40443,25949,32315,31730,110031,0,4652,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P10,3520.52,0,0,0,0,0,0,2346.06,0,0,46156.160000000003,24657.279999999999,0,0,0,0,53796.87,0,29333.85,0,0,0,0,51.22,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P25,8228.7999999999993,0,0,949.7,0,1547.6,0,2346.1,0,0,50625.5,33215,0,0,10936.5,0,58165.3,0,39677.5,0,0,0,0,10928.8,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P5,1950.26,0,0,0,0,0,0,0,0,0,43945.47,19682.349999999999,0,0,0,0,52463.64,0,24113.75,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P50,17807.400000000001,0,7175,3605,49.4,3813,0,2346.1,881.4,0,57337.1,41590.699999999997,228,0,19300.7,0,66407.8,0,50176.800000000003,0,19.600000000000001,2479.6,0,18528.099999999999,0,0,0,173.4,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P75,30514,6421,31896,5723,443,8175,0,2346,881,0,65992,49590,2045,0,24594,27377,76088,0,60601,446,866,10080,0,23173,17661,13395,0,1014,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P90,42380,17593,48321,8469,682,15336,4748,2346,881,0,73180,57861,3152,16420,28419,53035,83287,0,70876,4924,3795,17656,0,26977,24841,56765,0,1920,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P95,49617,27435,56675,10766,799,21097,11620,3284,881,0,76763,63317,3691,41975,30796,67497,85764,0,77932,8787,6401,23325,4505,29507,27905,77790,0,2593,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2035,P99,61047,43444,70457,20083,1007,35462,22150,4692,1728,785,82052,90014,4655,87838,36155,101283,88054,0,111957,22226,15265,50578,29214,36923,32569,114751,0,4871,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P10,3820.36,0,0,0,0,0,0,2977.43,0,0,46948.58,24417.33,0,0,0,0,56064.5,0,30136.959999999999,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P25,9094.9,0,0,821.5,0,1545.9,0,2977.4,0,0,51738.400000000001,33630.199999999997,0,0,10627,0,60414.9,0,41049.800000000003,0,0,0,0,10773.6,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P5,2128.41,0,0,0,0,0,0,0,0,0,44135.99,18606.12,0,0,0,0,54662.26,0,23903.94,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P50,19698.7,0,6355.6,3799.7,44.7,4154.2,0,2977.4,1118.5999999999999,0,59158.8,42364.1,206.8,0,19997.8,0,69127.8,0,52076.7,0,10.199999999999999,3686.3,0,19054.900000000001,0,0,0,136,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P75,34076,2198,34762,6233,483,8861,0,2977,1119,0,68124,51577,2232,0,25815,29355,79677,0,63807,419,910,12708,0,24628,16550,10928,0,1008,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P90,46614,11063,51529,9592,727,16957,5088,2977,1119,63,75985,60879,3358,18351,30706,56594,87626,0,76012,5361,4187,22493,0,29556,24784,61292,0,1916,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P95,54253,21222,59818,12103,854,23072,12922,4168,1535,248,79838,67888,3945,46911,34098,73010,90650,0,84958,9726,7173,29641,5330,33385,28304,85583,0,2707,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2045,P99,66483,41266,74089,22520,1061,40272,24012,7741,2193,1144,85606,94359,4901,98167,41302,110240,93223,440,120987,26955,18068,61635,31828,42846,34572,127869,0,4945,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P10,4584.2299999999996,0,0,0,0,0,0,3717.23,0,0,50282.46,25870.84,0,0,0,0,61349.4,0,32878.559999999998,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P25,10259.200000000001,0,0,1144.8,0,1566.9,0,3717.2,0,0,55783.1,36107.199999999997,0,0,10999.8,0,66461.5,0,45686.2,0,0,0,0,11515.1,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P5,2408.15,0,0,0,0,0,0,0,0,0,47073.13,18728.16,0,0,0,0,59813.68,0,25745.58,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P50,21766.5,0,11969.9,4456.3,141,4356.6000000000004,0,3717.2,1396.5,0,63619.3,45986.1,651.70000000000005,0,21339.8,0,76043.7,0,57874.2,0,15.7,4623.3,0,20454.8,0,0,0,183.6,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P75,37330,575,39347,7654,550,9545,0,3717,1397,87,73597,56328,2540,0,28331,34721,87700,0,71373,473,974,15112,0,26681,18068,19307,0,1156,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P90,51368,7267,57795,11217,820,18720,6801,3717,1397,322,81888,66204,3791,20435,34410,63157,95962,0,84074,5817,4658,26375,0,33357,26616,67481,0,2193,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P95,59966,16926,66675,14006,953,26668,14403,5204,1917,601,86727,72813,4402,49516,38717,82114,99074,0,92420,11497,8310,34240,5268,38155,30682,94060,0,2964,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2055,P99,73169,39388,82407,27164,1191,47129,27276,9665,3560,1788,93905,100794,5504,109313,46647,119246,101815,1544,129985,32709,20723,59578,33721,48123,38686,134624,0,5278,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P10,4996.5600000000004,0,0,0,0,0,0,4517.92,0,0,53694.85,29312.15,0,0,0,0,67268.22,0,38430.29,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P25,11275.3,0,0,1590.7,0,1754,0,4517.8999999999996,0,0,59480.7,39701.5,0,0,12921.7,0,72476.600000000006,0,51876.1,0,0,0,0,13218.2,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P5,2567.19,0,0,0,0,0,0,0,0,0,49955.22,21933.63,0,0,0,0,65725.89,0,30475.37,0,0,0,0,0,0,0,0,0,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P50,23216.9,0,10199,5247.7,82.9,4914.7,0,4517.8999999999996,1697.3,32.4,67905.899999999994,50603.3,383.3,0,24055.9,0,82841.8,0,65030.3,0,13.5,6949,0,22923.7,0,0,0,176.9,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P75,39992,0,41460,9308,576,10803,0,4518,1697,237,78402,61266,2661,0,31869,34974,95021,0,78644,519,1127,19153,0,30014,19533,18281,0,1181,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P90,55989,8749,60963,13446,866,20941,8419,6325,2330,529,87515,72443,4000,24548,38847,68458,104268,0,93996,6612,5327,32296,0,37701,29832,74614,0,2330,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P95,64449,20112,71471,16890,1023,29679,16396,9036,3328,900,92445,81081,4726,45105,43221,88116,107468,0,103629,13339,9597,42224,6684,42949,33756,101030,0,3196,Per Capita Income Quintile
Quintile 4 (Per Capita Income),2065,P99,79902,43007,88832,36357,1283,53396,30670,14457,4327,2382,100447,117671,5927,121553,51340,127438,110369,248,156816,38869,25566,84782,38042,52558,41700,144245,0,6074,Per Capita Income Quintile
Some College,2015,P10,403.58,0,0,0,0,0,0,1500.08,0,0,14069.43,10306.219999999999,0,0,0,0,16215.16,0,12135.23,0,0,0,0,0,0,0,0,0,Education
Some College,2015,P25,1851.7,0,0,0,0,919.5,0,1500.1,0,0,23916.9,17248.2,0,0,6918.4,0,26471.3,0,19462.8,0,0,0,0,6948.3,0,0,0,0,Education
Some College,2015,P5,73.72,0,0,0,0,0,0,0,0,0,9737.06,7148.79,0,0,0,0,11713.1,0,8996.2900000000009,0,0,0,0,0,0,0,0,0,Education
Some College,2015,P50,6384.6,622.6,0,502.1,0,2684.5,0,1500.1,513.6,0,39537.4,28309.4,0,0,13259.4,0,43961.2,0,31907.3,0,1,0,0,13182,0,0,0,0,Education
Some College,2015,P75,18416,9190,22188,4058,292,5655,0,1500,514,0,62997,43731,1247,0,19474,17762,72053,0,51962,101,333,1173,0,18113,12336,3837,0,679,Education
Some College,2015,P90,46027,20132,46135,9779,624,9758,3328,1500,514,0,98493,63034,2667,12417,23681,45865,114980,0,79203,3684,2119,5807,0,21695,21993,40776,0,2207,Education
Some College,2015,P95,79213,29563,64125,14778,885,13743,8824,2100,514,0,135090,78728,3674,24647,25536,67897,155876,0,102045,10238,4775,10582,2385,23920,25315,64559,0,3702,Education
Some College,2015,P99,206792,57863,127838,38236,1826,24228,17211,3900,1007,685,267169,129060,6036,66422,28741,139410,312274,0,177629,44280,15556,27421,23067,28156,29626,146970,476,9336,Education
Some College,2025,P10,531.69000000000005,0,0,0,0,0,0,1862.3,0,0,14107.24,10687.4,0,0,0,0,16796.03,0,13227.95,0,0,0,0,0,0,0,0,0,Education
Some College,2025,P25,2185.9,0,0,0,0,768.1,0,1862.3,0,0,23543.9,17759,0,0,9275,0,26771.3,0,20660.400000000001,0,0,0,0,8984.5,0,0,0,0,Education
Some College,2025,P5,152.94999999999999,0,0,0,0,0,0,0,0,0,10201.58,7932.38,0,0,0,0,12785.11,0,10574.78,0,0,0,0,0,0,0,0,0,Education
Some College,2025,P50,7204.1,0,0,716.8,0,2523.5,0,1862.3,699.6,0,39543.800000000003,29026.400000000001,0,0,15130,0,44905.8,0,33732.5,0,0,0,0,14915.9,0,0,0,0,Education
Some College,2025,P75,18988,5681,21914,4234,300,5655,0,1862,700,0,63638,45156,1374,0,21299,18322,73590,0,54206,92,367,3533,0,20244,14830,139,0,602,Education
Some College,2025,P90,48150,16077,46914,10243,659,10572,3017,1862,700,0,98627,66059,3024,14585,25605,46869,116169,0,82318,3432,2195,10446,0,24298,23604,39658,0,2020,Education
Some College,2025,P95,81832,25280,65997,15915,938,15688,9205,2607,700,0,139814,83730,4300,28951,28006,69573,161326,0,105753,9797,4734,17737,2524,26522,27059,66991,0,3482,Education
Some College,2025,P99,249413,52641,130389,40522,1862,28534,19607,4842,1783,1342,290766,134434,7281,78020,32227,141364,322336,2747,186096,35336,14813,41384,30259,31430,32467,136475,0,8662,Education
Some College,2035,P10,641.49,0,0,0,0,0,0,2346.06,0,0,13374.02,10204.42,0,0,0,0,16601.509999999998,0,13382.07,0,0,0,0,2581.13,0,0,0,0,Education
Some College,2035,P25,2523,0,0,0,0,749,0,2346.1,0,0,22251.7,16637.5,0,0,10710.1,0,25973,0,20105.900000000001,0,0,0,0,10894.3,0,0,0,0,Education
Some College,2035,P5,184.16,0,0,0,0,0,0,0,0,0,10086.61,7887.06,0,0,0,0,13371.62,0,11120.59,0,0,0,0,0,0,0,0,0,Education
Some College,2035,P50,7920.7,0,0,403.2,0,2523.1999999999998,0,2346.1,881.4,0,38130.400000000001,27957.9,0,0,16400.900000000001,0,43748.2,0,32898.300000000003,0,0,569.5,0,16008.4,0,0,0,0,Education
Some College,2035,P75,21585,2986,18069,4165,253,5873,0,2346,881,0,63169,44447,1169,0,22281,11538,73499,0,54249,47,361,5616,0,21405,14467,0,0,460,Education
Some College,2035,P90,52098,10635,44456,10439,631,11855,0,2346,881,0,103295,66664,2914,17739,26726,45218,121234,0,83991,3513,2458,14667,0,25902,22720,34860,0,1860,Education
Some College,2035,P95,89311,18958,69398,16670,989,17987,8787,3284,881,178,142343,84540,4571,68991,29349,69965,167419,1382,110910,9412,5207,22679,3394,28692,26345,63637,0,3345,Education
Some College,2035,P99,233392,49205,135719,44279,1932,35662,19913,6100,1728,1693,290795,143555,8262,87838,35050,144986,338964,4712,192777,36259,19237,47639,28480,35945,31874,145393,0,9604,Education
Some College,2045,P10,735.9,0,0,0,0,0,0,2977.43,0,0,13142.32,9993.5,0,0,0,0,17226.47,0,13951.01,0,0,0,0,1451.09,0,0,0,0,Education
Some College,2045,P25,2800.4,0,0,0,0,634,0,2977.4,0,0,21599.9,16070.9,0,0,10800.2,0,26067.9,0,20096.5,0,0,0,0,11231,0,0,0,0,Education
Some College,2045,P5,191.96,0,0,0,0,0,0,0,0,0,9784.44,7057.81,0,0,0,0,13840.05,0,11159.79,0,0,0,0,0,0,0,0,0,Education
Some College,2045,P50,8406,0,0,164.4,0,2450,0,2977.4,1118.5999999999999,0,37676.199999999997,26925.200000000001,0,0,16934.900000000001,0,43871,0,32336.799999999999,0,0,1110.4000000000001,0,16520.5,0,0,0,0,Education
Some College,2045,P75,23470,936,17279,4373,228,6024,0,2977,1119,0,64247,45151,1054,0,22870,7850,75691,0,55971,14,374,7007,0,22004,13934,0,0,426,Education
Some College,2045,P90,55453,6204,49387,11765,690,12444,0,2977,1119,97,107312,70194,3189,20310,28338,46871,127699,333,89638,3214,2461,17988,0,27245,22658,36920,0,1938,Education
Some College,2045,P95,91840,13688,73930,19278,1042,19362,9735,4168,1535,473,148422,89965,4816,77104,31860,76308,175554,2309,119916,9275,5347,29228,3497,31129,26720,72090,0,3596,Education
Some College,2045,P99,222619,46885,139498,45678,2021,45064,22997,7741,2851,2171,288690,144723,8690,98167,39346,162040,338823,6030,207233,39883,17336,62656,28675,40251,32867,160352,0,9582,Education
Some College,2055,P10,850.64,0,0,0,0,0,0,3717.23,0,0,13098.53,9853.7099999999991,0,0,0,0,18093.78,0,14875.14,0,0,0,0,0,0,0,0,0,Education
Some College,2055,P25,3280.5,0,0,0,0,484.1,0,3717.2,0,0,21581.4,15850.4,0,0,11366.6,0,27117.8,0,20980.400000000001,0,0,0,0,12052.9,0,0,0,0,Education
Some College,2055,P5,219.2,0,0,0,0,0,0,0,0,0,9690.6,6807.99,0,0,0,0,14719.89,0,12052.95,0,0,0,0,0,0,0,0,0,Education
Some College,2055,P50,9251.5,0,0,281.39999999999998,0,2567.9,0,3717.2,1396.5,0,39188.300000000003,28426.5,0,0,17704.099999999999,0,46670.3,0,34973.599999999999,0,0,1266.8,0,17232,0,0,0,0,Education
Some College,2055,P75,24631,0,21286,5277,292,6473,0,3717,1397,0,70251,49983,1348,0,24748,14136,85146,0,63392,9,370,8134,0,23588,14465,0,0,451,Education
Some College,2055,P90,58417,3706,58174,14307,822,13631,0,3717,1397,406,115790,78039,3797,23999,31583,55568,143204,976,102944,3990,2547,20514,0,30426,23981,41887,0,2196,Education
Some College,2055,P95,97157,11409,86682,24110,1233,21492,11184,7434,1917,966,159821,103986,5697,85859,35943,88702,196342,3048,140850,12760,6282,33256,3530,34934,28689,78824,0,4005,Education
Some College,2055,P99,240551,49483,166879,67799,2358,49275,24591,11895,3560,3014,307683,171658,10217,109313,44508,195256,399514,7399,252903,45466,24680,69265,33571,45382,36722,192208,0,11037,Education
Some College,2065,P10,867.56,0,0,0,0,0,0,4517.92,0,0,13060.91,10095.77,0,0,0,0,19243.97,0,16229.96,0,0,0,0,0,0,0,0,0,Education
Some College,2065,P25,3512.5,0,0,0,0,213.3,0,4517.8999999999996,0,0,22813.200000000001,17136,0,0,11656.2,0,29531.8,0,23268.5,0,0,0,0,12634.6,0,0,0,0,Education
Some College,2065,P5,216.81,0,0,0,0,0,0,0,0,0,8779.5400000000009,5759.26,0,0,0,0,15277.95,0,12270.39,0,0,0,0,0,0,0,0,0,Education
Some College,2065,P50,10454.1,0,0,586.9,0,2790.5,0,4517.8999999999996,1697.3,0,42063.4,31067.9,0,0,18863.900000000001,0,51103.1,0,39732,0,0,1968.8,0,18615.2,0,0,0,0,Education
Some College,2065,P75,26382,0,23692,6530,313,6952,0,4518,1697,98,73079,54098,1446,0,27073,14311,89873,0,70022,7,415,10793,0,25697,15642,0,0,550,Education
Some College,2065,P90,60248,3235,64362,17049,905,14772,90,6325,1697,603,120450,85879,4181,26686,35179,62913,150400,1072,115050,4005,2924,25270,0,33723,26700,47523,0,2406,Education
Some College,2065,P95,99421,11521,96006,28055,1361,23081,12929,9036,3328,1167,167441,110598,6290,95473,40048,100542,209931,3515,152968,11419,6963,39580,3901,38964,31875,88710,0,4362,Education
Some College,2065,P99,257038,47093,184032,73784,2660,55064,28588,14457,5325,3478,322688,187400,11846,165636,50653,216702,391359,8379,285186,50681,25027,93475,40796,51329,41211,192346,0,12827,Education
Top Quintile (Lifetime Earnings),2015,P10,4092.74,0,0,0,0,945.66,0,0,0,0,37678.01,22240.31,0,0,0,0,41676.04,0,25074.35,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P25,9661.4,0,0,784.4,0,2510.9,0,1500.1,0,0,52823.7,33074.5,0,0,0,0,59829.7,0,37800.1,0,0,0,0,6312.6,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P5,2197.58,0,0,0,0,229.15,0,0,0,0,29694.45,17704.11,0,0,0,0,32965.980000000003,0,20377.07,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P50,23383.8,5122.7,15920.9,4778.5,150,5172.7,0,1500.1,513.6,0,78279.600000000006,48409.9,641.4,0,20078.2,0,91387.3,0,58850.8,0,59,0,0,17815.5,0,0,0,611.6,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P75,56116,20565,44940,11558,568,9661,0,1500,514,0,119556,68810,2428,0,25404,44408,142014,0,88037,2251,1378,4563,0,22702,17503,23595,0,2476,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P90,128004,39194,76958,21983,1062,16313,0,3000,705,0,191192,94646,3977,10580,28248,85152,223028,0,126759,12444,5203,12707,1655,26212,26207,64968,0,5088,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P95,208455,54517,104783,34554,1460,22233,7325,3000,1007,651,270502,117276,4932,12417,29936,119562,312302,0,163943,22747,10910,19313,9520,27947,28586,101162,0,7991,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2015,P99,537947,82165,201355,80647,2728,39579,16436,4800,1611,3410,679355,187563,7347,66422,33359,233619,722982,0,287311,70988,30477,42388,39368,32225,32717,202914,0,21863,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P10,6815.69,0,0,0,0,1241.46,0,0,0,0,41467.949999999997,25226.26,0,0,0,0,46445.14,0,29141.599999999999,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P25,13848.5,0,0,1466.5,0,2806.7,0,1862.3,0,0,58128.2,36063.1,0,0,9469.5,0,66096.899999999994,0,42174.400000000001,0,0,0,0,11453.4,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P5,4239.6400000000003,0,0,0,0,555.44000000000005,0,0,0,0,33716.199999999997,19943.669999999998,0,0,0,0,37678.58,0,23469.3,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P50,31072.6,3028.6,11563.9,5332.8,103.2,5834,0,1862.3,699.6,0,86612.7,51729.9,473.5,0,23274.400000000001,0,101363.8,0,63359.7,0,91.7,2421.1999999999998,0,21615.599999999999,0,0,0,580.4,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P75,68983,15839,45418,13175,616,11459,0,1862,700,0,135300,75528,2826,0,28077,45019,159070,0,97572,3108,1783,10574,0,25834,21077,16489,0,2403,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P90,149431,35394,84902,25770,1180,20078,0,3725,1372,495,216897,105654,5413,12428,31304,92825,258941,0,141218,16213,6216,22017,1422,29292,28755,67618,0,5572,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P95,254981,49381,112959,41218,1600,27210,6747,4842,1372,1278,312921,131305,6874,14585,33131,130585,360781,0,185048,29001,12256,32471,11910,31388,31465,103024,0,8557,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2025,P99,701909,83205,205865,82279,2891,51095,16784,5959,2195,3953,744181,192257,11135,78020,36401,235662,772892,0,294849,75221,27666,65696,45684,35817,35210,222015,0,20305,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P10,8904.06,0,0,0,0,1361.96,0,0,0,0,42006.31,25956.1,0,0,0,0,48363.33,0,30578.11,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P25,17925,0,0,1677.9,0,2977.2,0,2346.1,0,0,61304,36920,0,0,13154.8,0,70453.2,0,44003.9,0,0,0,0,12797.7,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P5,5429.37,0,0,0,0,535.49,0,0,0,0,35111.58,20304.5,0,0,0,0,40349.22,0,24460.61,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P50,38517.800000000003,661.3,154.6,5776.8,0,6364.9,0,2346.1,881.4,0,92763.199999999997,54166.9,0,0,24524.7,0,110224.9,0,66547.8,0,111.1,5843.2,0,22733.200000000001,0,0,0,490.4,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P75,81285,9211,47539,14310,656,12776,0,2346,881,47,144025,78952,3029,0,28968,46692,170446,0,102813,4125,2153,16912,0,27265,20783,268,0,2287,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P90,175767,26227,90534,29947,1282,23746,0,4692,1728,868,238577,112416,5926,13992,32553,99116,281721,0,154725,18728,7779,31657,1584,31379,28356,64964,0,5706,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P95,277236,42807,124441,46505,1774,34050,7390,6100,1728,1793,337604,139321,7834,17739,34657,141802,391199,0,200414,34611,14619,44235,12767,34206,31025,106030,0,9182,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2035,P99,704884,98753,236633,109947,3397,67355,19542,7507,2765,5387,830379,230083,12535,87838,40586,278120,909107,0,351728,99756,37601,85344,52061,43524,35326,228836,0,23857,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P10,10294.049999999999,0,0,0,0,1472.81,0,0,0,0,42452.46,25714.52,0,0,0,0,50095.040000000001,0,31444.02,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P25,20413.400000000001,0,0,1923.9,0,3226.4,0,2977.4,0,0,62073.1,37198.9,0,0,15073.7,0,72731.899999999994,0,45274.400000000001,0,0,0,0,14757.7,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P5,6239.18,0,0,0,0,590.46,0,0,0,0,34406.230000000003,19566.39,0,0,0,0,40513.58,0,25059.19,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P50,43600.6,0,0,6672.6,0,6849.7,0,2977.4,1118.5999999999999,0,96548.9,56462.400000000001,0,0,25186.1,0,116402.5,0,71292,0,149.80000000000001,9534.5,0,23373.4,0,0,0,463.6,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P75,92811,4502,49477,16679,694,14020,0,4168,1119,349,156668,84445,3207,0,30210,45934,189619,0,112242,4688,2532,23408,0,28472,21068,0,0,2531,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P90,198524,19322,100223,35810,1437,27064,0,5955,2193,1411,264024,124663,6642,18351,34665,107659,319411,0,177623,22065,9058,41648,1800,33708,28610,69468,0,6299,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P95,317600,37441,141199,57221,2037,41571,7768,9528,2851,2680,383323,161235,8722,21552,38396,159122,451869,0,236796,40733,17105,57833,12568,37644,31413,120215,0,10500,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2045,P99,858191,111392,287352,142726,4167,90857,21202,9528,3509,6794,886864,285213,13801,98167,48227,331865,1024286,0,463240,127534,49911,119361,60776,49896,36602,280764,0,29680,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P10,12025.36,0,0,0,0,1499.71,0,0,0,0,44734.95,26913.09,0,0,0,0,53800.62,0,34124.97,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P25,22791.5,0,0,2493.1999999999998,0,3494,0,3717.2,0,0,66598.2,40119.1,0,0,14364.9,0,80458.8,0,50664,0,0,0,0,14616.1,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P5,7240.69,0,0,0,0,439.3,0,0,0,0,35638.35,20017.54,0,0,0,0,43530.14,0,26760.95,0,0,0,0,0,0,0,0,0,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P50,45621.599999999999,0,0,8355,0,7423.2,0,3717.2,1396.5,87.2,103727.9,61495.7,0,0,26551.200000000001,0,126878.8,0,79946.399999999994,0,133.6,10866.5,0,24481.1,0,0,0,517.79999999999995,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P75,97846,1672,61040,19921,871,15350,0,5204,1397,681,165564,93209,4023,0,33131,57261,202459,0,127285,5231,2626,27031,0,31044,21643,130,0,2713,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P90,199636,14143,116515,41634,1676,29062,0,9665,2738,1797,273805,137634,7744,20435,39598,125410,336953,0,198656,24354,10507,50072,2526,38380,30240,82505,0,6812,Lifetime Earnings Quintile
Top Quintile (Lifetime Earnings),2055,P95,319151,33823,162013,67805,2336,46274,9238,11895,4381,3097,398419,181113,10153,40563,44010,187159,481076,0,276184,43565,20675,68693,16750,43275,33832,137714,0,10976,Lifetime Earnings Quintile
