group,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax
Never Married Individuals,2065,P50,2460.4000000000005,0,0,0,0,0,0,0,0,0,1563.5,133.40000000000146,0,0,-102.39999999999782,0,1650.9000000000015,189.40000000000146,0,0,0,0,-102.39999999999782,0,0,0,0
Never Married Individuals,2065,P75,4389,0,-27,93,0,11,0,0,0,0,921,110,1,0,-2366,-27,825,520,0,-1,3956,0,-2366,0,0,0,14
Never Married Individuals,2065,P90,3814,-20,-264,-77,-4,27,0,0,0,-7,680,-714,246,0,-4328,-264,1805,-1196,0,-30,5347,0,-4328,0,0,0,8
Never Married Individuals,2065,P95,6543,0,-449,-951,-6,85,0,0,0,-52,-3459,-2646,432,0,-4673,-449,-3579,-2900,0,-73,5599,0,-4673,0,0,0,-6
Never Married Individuals,2065,P99,10722,0,-1016,251,-15,0,-184,0,0,-45,-4160,-4632,1003,0,-4521,-1016,1599,-4567,0,-80,2611,0,-4521,0,0,-933,116
Quintile 2 (Lifetime Earnings),2015,P10,0,0,0,0,0,0,0,0,0,0,-8.1999999999989086,-14.040000000000873,0,0,0,0,-3.1499999999996362,-15.5,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P25,0,0,0,0,0,0,0,0,0,0,-44.100000000000364,-28,0,0,0,0,-22.200000000000728,-18.299999999999272,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P5,0,0,0,0,0,0,0,0,0,0,-30.440000000000509,0,0,0,0,0,-16.059999999999491,-66.240000000001601,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P50,0,0,0,0,0,0,0,0,0,0,-71,-41.099999999998545,0,0,0,0,-24.100000000002183,-71.299999999999272,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P75,0,-135,0,-11,0,0,0,0,0,0,-3,-43,0,0,0,0,-62,-63,0,1,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P90,0,0,0,-8,0,0,0,0,0,0,-6,-41,0,0,0,0,-22,-102,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P95,0,-63,0,-34,0,0,0,0,0,0,0,-163,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2015,P99,0,0,0,0,0,0,0,0,0,0,0,-110,0,0,0,0,0,-754,0,0,0,-1569,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2025,P10,15.02000000000001,0,0,0,0,0,0,0,0,0,-98.430000000000291,146.78000000000065,0,0,0,0,-128.59999999999854,141.90000000000146,0,0,0,0,-222.45000000000005,0,0,0,0
Quintile 2 (Lifetime Earnings),2025,P25,36.799999999999955,0,0,0,0,-0.90000000000000568,0,0,0,0,-201.09999999999854,-258.79999999999927,0,0,-217.20000000000073,0,-215.89999999999782,-225.29999999999927,0,0,0,0,117.30000000000109,0,0,0,0
Quintile 2 (Lifetime Earnings),2025,P5,11.8,0,0,0,0,0,0,0,0,0,159.63000000000102,73.090000000000146,0,0,0,0,114.52999999999884,178.68000000000029,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2025,P50,34.099999999999909,0,0,0,0,5.5999999999999091,0,0,0,0,-301.59999999999854,-288.89999999999782,0,0,-342.10000000000036,0,-315.79999999999927,-306.29999999999927,0,0,0,0,-337.89999999999964,0,0,0,0
Quintile 2 (Lifetime Earnings),2025,P75,27,-73,-16,-50,0,-1,0,0,0,0,-374,-401,40,0,-273,-9,-265,-493,0,0,16,0,-304,-410,0,0,-5
Quintile 2 (Lifetime Earnings),2025,P90,55,-101,-102,-111,-1,-1,143,0,0,0,-272,-362,104,0,-380,-91,-280,-461,19,-4,-3,0,-413,-369,-113,0,-29
Quintile 2 (Lifetime Earnings),2025,P95,-42,0,-125,-168,-2,-8,5,0,0,0,-13,-29,148,0,-422,-151,-293,-344,0,-12,-22,23,-402,-494,-193,0,-26
Quintile 2 (Lifetime Earnings),2025,P99,0,0,-274,-964,-4,98,-12,0,0,0,1874,-1240,290,0,-525,-296,-412,-1284,0,0,0,0,-507,-383,-435,0,-79
Quintile 2 (Lifetime Earnings),2035,P10,103.66000000000003,0,0,0,0,0,0,0,0,0,-190.66000000000167,-18.559999999999491,0,0,0,0,-257.10000000000036,-16.670000000000073,0,0,0,0,-572.93000000000006,0,0,0,0
Quintile 2 (Lifetime Earnings),2035,P25,181.39999999999986,0,0,0,0,0,0,0,0,0,-543,-560.5,0,0,-1286.3999999999996,0,-528.59999999999854,-648.09999999999854,0,0,0,0,-352.60000000000036,0,0,0,0
Quintile 2 (Lifetime Earnings),2035,P5,61.58,0,0,0,0,0,0,0,0,0,63.049999999999272,-72.340000000000146,0,0,0,0,61.809999999999491,107.15000000000146,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2035,P50,251.30000000000018,0,0,0,0,-2.2000000000000455,0,0,0,0,-722.09999999999854,-799.79999999999927,0,0,-696.60000000000036,0,-688.90000000000146,-786.90000000000146,0,0,0,0,-696.19999999999891,0,0,0,0
Quintile 2 (Lifetime Earnings),2035,P75,177,-65,-18,-62,0,7,0,0,0,0,-659,-716,36,0,-904,40,-496,-934,0,0,153,0,-988,-1007,0,0,0
Quintile 2 (Lifetime Earnings),2035,P90,97,-50,-12,-175,-1,15,0,0,0,0,-538,-1018,123,0,-1030,8,-705,-1175,-4,0,134,0,-1110,-1747,-107,0,-18
Quintile 2 (Lifetime Earnings),2035,P95,19,-123,-182,-383,-3,-8,-58,0,0,0,-792,-748,175,0,-995,-135,-842,-876,0,-16,100,84,-807,-2109,-205,0,-34
Quintile 2 (Lifetime Earnings),2035,P99,316,0,-287,-439,9,46,-18,0,0,-27,-1066,-684,374,0,-903,-69,-1201,-572,0,0,252,0,-74,-2221,-484,0,-85
Quintile 2 (Lifetime Earnings),2045,P10,212.94000000000003,0,0,0,0,0,0,0,0,0,19.860000000000582,-181.71000000000004,0,0,0,0,25.840000000000146,-251.67000000000007,0,0,0,0,-523.30999999999995,0,0,0,0
Quintile 2 (Lifetime Earnings),2045,P25,468.19999999999993,0,0,0,0,0,0,0,0,0,-479.5,-569.39999999999964,0,0,-1974.2000000000007,0,-440.20000000000073,-619.39999999999964,0,0,0,0,-520.5,0,0,0,0
Quintile 2 (Lifetime Earnings),2045,P5,99.99,0,0,0,0,0,0,0,0,0,241.27999999999975,26.680000000000291,0,0,0,0,225.06999999999971,-116.56999999999971,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2045,P50,625.19999999999982,0,0,0,0,0.29999999999995453,0,0,0,0,-421.59999999999854,-714,0,0,-649.70000000000073,0,-479.20000000000073,-683.59999999999854,0,0,67.099999999999994,0,-762.80000000000109,0,0,0,0
Quintile 2 (Lifetime Earnings),2045,P75,582,0,-42,-50,-1,4,0,0,0,0,-272,-508,33,0,-1008,0,90,-389,0,0,559,0,-1264,-1809,0,0,1
Quintile 2 (Lifetime Earnings),2045,P90,407,-5,-135,-151,-2,21,0,0,0,0,-87,-433,129,0,-890,-97,-53,-1010,-5,0,714,0,-992,-2356,-103,0,-24
Quintile 2 (Lifetime Earnings),2045,P95,48,-62,-197,-405,-2,53,72,0,0,0,-11,-882,191,0,-768,-74,-678,-979,-15,0,1007,44,-490,-3484,-229,0,-30
Quintile 2 (Lifetime Earnings),2045,P99,463,0,-357,-414,-5,0,175,0,0,-18,-1372,-412,340,0,-249,-368,690,-2121,0,0,662,0,434,-4240,-552,0,14
Quintile 2 (Lifetime Earnings),2055,P10,340.51,0,0,0,0,0,0,0,0,0,16.590000000000146,-241.72999999999956,0,0,0,0,-43.979999999999563,-321.30999999999949,0,0,0,0,-503.56000000000017,0,0,0,0
Quintile 2 (Lifetime Earnings),2055,P25,726.80000000000007,0,0,0,0,0,0,0,0,0,-209.5,-390.69999999999891,0,0,-2478.2999999999993,0,-237,-441.29999999999927,0,0,0,0,-723.60000000000036,0,0,0,0
Quintile 2 (Lifetime Earnings),2055,P5,137.34,0,0,0,0,0,0,0,0,0,298.28999999999996,9.5200000000004366,0,0,0,0,360.09000000000015,258.56999999999971,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2055,P50,1089.6000000000004,0,0,0,0,3.9000000000000909,0,0,0,0,-122.79999999999927,-398.70000000000073,0,0,-714.40000000000146,0,16.600000000002183,-369.20000000000073,0,0,318.3,0,-898.20000000000073,0,0,0,0
Quintile 2 (Lifetime Earnings),2055,P75,1255,0,-46,-41,-1,25,0,0,0,0,49,-496,39,0,-995,0,-21,-224,0,-1,1214,0,-1376,-2037,0,0,0
Quintile 2 (Lifetime Earnings),2055,P90,1087,-26,-179,-162,-4,20,0,0,0,0,-185,-656,126,0,-766,-123,-534,-402,0,-4,1417,0,-800,-2862,-222,0,-8
Quintile 2 (Lifetime Earnings),2055,P95,1019,-128,-210,-289,-3,83,-5,0,0,-26,7,-464,203,0,-250,-196,-246,137,0,-22,1494,0,-369,-3667,-243,0,5
Quintile 2 (Lifetime Earnings),2055,P99,-230,0,-393,12,-6,216,216,0,0,-59,-809,-1433,386,0,215,82,948,153,101,0,2646,0,1015,-4706,-597,0,-26
Quintile 2 (Lifetime Earnings),2065,P10,369.98,0,0,0,0,0,0,0,0,0,27.430000000000291,-279.3700000000008,0,0,0,0,104.34000000000015,-331.96999999999935,0,0,0,0,-1233.5899999999999,0,0,0,0
Quintile 2 (Lifetime Earnings),2065,P25,845,0,0,0,0,0,0,0,0,0,-123.59999999999854,-447,0,0,-2908.5,0,-137.20000000000073,-351.30000000000291,0,0,0,0,-1384.1000000000004,0,0,0,0
Quintile 2 (Lifetime Earnings),2065,P5,149.68,0,0,0,0,0,0,0,0,0,106.05000000000018,-510.45999999999958,0,0,0,0,264.38000000000102,-295.55000000000109,0,0,0,0,0,0,0,0,0
Quintile 2 (Lifetime Earnings),2065,P50,1397.5000000000005,0,0,0,0,1.7999999999999545,0,0,0,0,24.299999999999272,-44.799999999999272,0,0,-1043,0,119.39999999999782,182,0,0,696.1,0,-1205.7000000000007,0,0,0,0
Quintile 2 (Lifetime Earnings),2065,P75,1961,0,43,44,0,4,0,0,0,0,347,-143,37,0,-1110,0,417,234,0,0,2056,0,-1554,-2553,0,0,0
Quintile 2 (Lifetime Earnings),2065,P90,2262,0,-150,-90,-2,51,0,0,0,-9,234,-353,141,0,-468,-75,-71,152,0,0,2629,0,-636,-3876,-113,0,-6
Quintile 2 (Lifetime Earnings),2065,P95,958,31,-18,-348,-2,54,89,0,0,-2,-294,-468,222,0,60,-73,325,-733,-55,0,2978,0,153,-4768,-156,0,-2
Quintile 2 (Lifetime Earnings),2065,P99,2694,0,254,-270,-6,231,21,0,0,-51,-1495,-2408,418,-21859,900,-420,-1349,-1094,0,0,3624,0,1393,-6249,-608,0,-17
Quintile 2 (Per Capita Income),2015,P10,-0.56999999999999318,0,0,0,0,0,0,0,0,0,-32.580000000001746,-36.449999999998909,0,0,0,0,-18.510000000002037,-71.930000000000291,0,0,0,0,-84.769999999999982,0,0,0,0
Quintile 2 (Per Capita Income),2015,P25,-7.5,0,0,0,0,-3.5,0,0,0,0,-13,-33.200000000000728,0,0,-3.3999999999996362,0,-38.100000000002183,-16.699999999998909,0,0,0,0,-9.3999999999996362,0,0,0,0
Quintile 2 (Per Capita Income),2015,P5,0,0,0,0,0,0,0,0,0,0,-30.399999999999636,-76.460000000000946,0,0,0,0,-24.68999999999869,-29.56000000000131,0,0,0,0,0,0,0,0,0
Quintile 2 (Per Capita Income),2015,P50,0,0,0,0,0,1,0,0,0,0,-43.299999999999272,-33.799999999999272,0,0,-14.600000000000364,0,-58.5,-45,0,0,0,0,-8.3999999999996362,0,0,0,0
Quintile 2 (Per Capita Income),2015,P75,6,-182,4,0,0,15,0,0,0,0,-59,-48,0,0,-2,0,-65,-40,0,-1,1,0,15,-43,0,0,0
Quintile 2 (Per Capita Income),2015,P90,0,-70,0,-3,1,8,0,0,0,0,-46,-54,4,0,1,24,-63,-91,-6,-6,1,0,3,-17,50,0,-2
Quintile 2 (Per Capita Income),2015,P95,9,-21,0,-8,0,3,-7,0,0,0,-31,-54,0,0,41,0,-61,-25,-32,-11,11,0,1,-30,0,0,-14
Quintile 2 (Per Capita Income),2015,P99,0,0,0,0,0,78,79,0,0,0,-46,-190,0,0,0,0,-84,0,0,-213,87,-33,0,0,0,0,-39
Quintile 2 (Per Capita Income),2025,P10,23.430000000000007,0,0,0,0,0,0,0,0,0,-109.5,-316.15999999999985,0,0,0,0,-144.59000000000015,-348.72999999999956,0,0,0,0,-25.5,0,0,0,0
Quintile 2 (Per Capita Income),2025,P25,53,0,0,0,0,-29.800000000000011,0,0,0,0,-187.5,-306.79999999999927,0,0,-64.899999999999636,0,-197.39999999999782,-312.70000000000073,0,0,0,0,172.40000000000146,0,0,0,0
Quintile 2 (Per Capita Income),2025,P5,17.619999999999997,0,0,0,0,0,0,0,0,0,-82.31000000000131,-228.79000000000087,0,0,0,0,-88.680000000000291,-270.03000000000065,0,0,0,0,0,0,0,0,0
Quintile 2 (Per Capita Income),2025,P50,86.899999999999636,0,0,0,0,0,0,0,0,0,-308.40000000000146,-333.59999999999854,0,0,-414,0,-292.09999999999854,-359.79999999999927,0,0,0,0,-403.70000000000073,0,0,0,0
Quintile 2 (Per Capita Income),2025,P75,130,-156,-124,0,-3,4,0,0,0,0,-347,-429,-2,0,-378,0,-303,-416,0,-1,10,0,-374,-445,0,0,0
Quintile 2 (Per Capita Income),2025,P90,133,-139,-312,-58,-7,-4,0,0,0,0,-321,-486,30,-1196,-450,-384,-393,-404,0,21,5,0,-274,-425,-368,0,-11
Quintile 2 (Per Capita Income),2025,P95,-23,-45,-291,-93,-4,25,107,0,0,0,-359,-506,67,0,-400,-306,-349,-488,4,4,-61,-14,-414,-464,-206,0,-22
Quintile 2 (Per Capita Income),2025,P99,-294,0,-426,-135,-4,54,118,0,0,0,-302,-304,93,0,-374,-154,-319,-199,73,0,0,753,-498,-478,-237,0,2
Quintile 2 (Per Capita Income),2035,P10,105.43999999999997,0,0,0,0,0,0,0,0,0,-347.77000000000044,-704.05999999999949,0,0,423.60000000000036,0,-343.95000000000073,-760.53000000000065,0,0,0,0,-277.86999999999989,0,0,0,0
Quintile 2 (Per Capita Income),2035,P25,157.60000000000014,0,0,0,0,-7.6999999999999886,0,0,0,0,-430.79999999999927,-750.30000000000109,0,0,-612.89999999999964,0,-466.89999999999782,-847.10000000000218,0,0,0,0,74.800000000001091,0,0,0,0
Quintile 2 (Per Capita Income),2035,P5,47.12,0,0,0,0,0,0,0,0,0,-319.68000000000029,-207.55000000000109,0,0,0,0,-340.98999999999796,-217.92999999999847,0,0,0,0,0,0,0,0,0
Quintile 2 (Per Capita Income),2035,P50,283.70000000000027,0,0,0,0,27.599999999999909,0,0,0,0,-711.5,-821.89999999999782,0,0,-961.09999999999854,0,-753.40000000000146,-847.10000000000218,0,0,22.8,0,-1096.1000000000004,174.3,0,0,0
Quintile 2 (Per Capita Income),2035,P75,342,-62,-162,0,-1,128,0,0,0,0,-743,-860,-3,0,-1088,0,-761,-886,0,4,188,0,-1095,-1049,0,0,0
Quintile 2 (Per Capita Income),2035,P90,116,-90,-566,-97,-8,198,0,0,0,0,-864,-986,24,-1346,-1414,-444,-850,-970,-7,0,233,0,-1131,-1550,33,0,-11
Quintile 2 (Per Capita Income),2035,P95,142,-80,-601,-208,-10,214,94,0,0,0,-797,-813,42,0,-1610,-368,-850,-939,187,15,367,6,-1172,-1813,-746,0,-15
Quintile 2 (Per Capita Income),2035,P99,-1318,-199,-712,-184,-7,43,-479,0,0,0,-944,-49,91,0,-1541,-561,-915,-1991,0,-55,236,-679,-1286,-1870,-1046,0,19
Quintile 2 (Per Capita Income),2045,P10,184.9,0,0,0,0,0,0,0,0,0,-276.43000000000029,-718.14000000000124,0,0,-346.42000000000007,0,-293.56000000000131,-738.72999999999956,0,0,0,0,-477.32999999999993,0,0,0,0
Quintile 2 (Per Capita Income),2045,P25,524.29999999999995,0,0,0,0,0,0,0,0,0,-560.20000000000073,-1061.7000000000007,0,0,-1132.6999999999989,0,-553.29999999999927,-1132.1999999999971,0,0,0,0,-453.40000000000146,0,0,0,0
Quintile 2 (Per Capita Income),2045,P5,77.73,0,0,0,0,0,0,0,0,0,-259.85000000000036,-230.23999999999978,0,0,0,0,-262.14999999999782,-371.81999999999971,0,0,0,0,0,0,0,0,0
Quintile 2 (Per Capita Income),2045,P50,839.20000000000027,0,0,0,0,52.099999999999909,0,0,0,0,-675.29999999999927,-1013.9000000000015,0,0,-1387.6999999999989,0,-629.10000000000218,-1017.4000000000015,0,0,294.89999999999998,0,-1594.3999999999978,386.5,0,0,0
Quintile 2 (Per Capita Income),2045,P75,838,58,0,0,0,154,0,0,0,0,-733,-1035,0,0,-1582,0,-874,-1091,0,18,710,0,-1727,-1612,0,0,0
Quintile 2 (Per Capita Income),2045,P90,835,132,-854,-75,-9,221,0,0,0,0,-931,-932,11,0,-2120,-1057,-909,-907,55,12,788,0,-1680,-2572,-1766,0,-12
Quintile 2 (Per Capita Income),2045,P95,542,146,-1059,-135,-11,195,50,0,0,0,-894,-698,27,0,-2412,-985,-852,-742,190,48,1080,119,-1496,-2945,-592,0,-29
Quintile 2 (Per Capita Income),2045,P99,-421,281,-812,92,-13,-11,-527,0,0,0,-982,1344,64,16093,-3094,-1562,-841,1723,352,0,3511,0,-1506,-3091,-2007,0,-45
Quintile 2 (Per Capita Income),2055,P10,338.97,0,0,0,0,0,0,0,0,0,-149.04999999999927,-439.93000000000029,0,0,-1191.9700000000003,0,-106.67000000000189,-462.5,0,0,0,0,-1292.4199999999992,0,0,0,0
Quintile 2 (Per Capita Income),2055,P25,833,0,0,0,0,0,0,0,0,0,-295.39999999999782,-960,0,0,-1660.8999999999996,0,-321.59999999999854,-979.70000000000073,0,0,0,0,-997.10000000000036,0,0,0,0
Quintile 2 (Per Capita Income),2055,P5,149.10999999999999,0,0,0,0,0,0,0,0,0,-85.639999999999418,-10.029999999998836,0,0,0,0,-66.539999999997235,24,0,0,0,0,0,0,0,0,0
Quintile 2 (Per Capita Income),2055,P50,1383.6,0,0,0,0,18.099999999999909,0,0,0,0,-481.29999999999927,-899.5,0,0,-1477.3999999999996,0,-465.90000000000146,-902.5,0,0,594.9,0,-1737.3999999999996,434.1,0,0,0
Quintile 2 (Per Capita Income),2055,P75,1516,0,0,0,0,136,0,0,0,0,-450,-877,0,0,-1948,0,-497,-864,0,3,1524,0,-2165,-2184,0,0,0
Quintile 2 (Per Capita Income),2055,P90,1515,119,-107,1,-1,263,0,0,0,0,-426,-557,53,-1675,-2484,-236,-514,-687,35,32,1723,0,-1926,-2928,929,0,7
Quintile 2 (Per Capita Income),2055,P95,1100,270,-589,-92,-1,193,-160,0,0,0,-416,-674,85,0,-2866,68,-420,-237,-36,12,2147,-11,-1904,-3850,58,0,-1
Quintile 2 (Per Capita Income),2055,P99,402,855,-662,-663,-12,-127,-1007,0,0,-77,-358,-1073,80,0,-2889,262,-424,-1141,-475,91,3535,-4231,-1101,-3773,-504,0,-21
Quintile 2 (Per Capita Income),2065,P10,379.78000000000009,0,0,0,0,0,0,0,0,0,-170.83000000000175,-523.69999999999891,0,0,-2499.3599999999997,0,-107.97999999999956,-628.77999999999884,0,0,0,0,-1130.1599999999999,0,0,0,0
Quintile 2 (Per Capita Income),2065,P25,1035.1000000000001,0,0,0,0,0,0,0,0,0,-197.10000000000218,-820.70000000000073,0,0,-1873,0,-152.79999999999927,-788.20000000000073,0,0,0,0,-1575.5,0,0,0,0
Quintile 2 (Per Capita Income),2065,P5,126.46,0,0,0,0,0,0,0,0,0,-2.2200000000011642,304.01000000000022,0,0,0,0,3.3799999999973807,345.05999999999949,0,0,0,0,0,0,0,0,0
Quintile 2 (Per Capita Income),2065,P50,1859.5,0,0,0,0,17.900000000000091,0,0,0,0,-298.40000000000146,-634.59999999999854,0,0,-1844.5,0,-288.69999999999709,-608.09999999999854,0,0,1160.8,0,-2095.6000000000022,388.7,0,0,0
Quintile 2 (Per Capita Income),2065,P75,2251,0,0,247,0,176,0,0,0,0,-247,-518,0,0,-2327,0,-161,-310,0,15,2538,0,-2488,-2762,0,0,0
Quintile 2 (Per Capita Income),2065,P90,2098,177,417,40,11,267,0,0,0,0,-294,-237,114,0,-2861,-47,-55,-47,39,24,3083,0,-2140,-3913,1381,0,19
Quintile 2 (Per Capita Income),2065,P95,1707,408,-22,-3,12,128,441,0,0,1,-167,265,149,0,-2660,-49,-136,518,0,-36,3509,66,-1983,-4849,1543,0,18
Quintile 2 (Per Capita Income),2065,P99,1395,333,-885,1470,-1,-927,-497,0,0,-83,-262,4250,141,0,-3245,58,-137,5592,646,-497,9533,-3845,-1174,-4360,-37,0,54
Quintile 3 (Lifetime Earnings),2015,P10,0,0,0,0,0,0,0,0,0,0,-27.360000000000582,-46.049999999999272,0,0,0,0,-20.790000000000873,-79.029999999998836,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2015,P25,0,0,0,0,0,0,0,0,0,0,-56.200000000000728,-36.900000000001455,0,0,0,0,-83.799999999999272,-49.100000000002183,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2015,P5,0,0,0,0,0,0,0,0,0,0,-1.5799999999999272,-18.729999999999563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2015,P50,0,-112.70000000000005,0,0,0,0,0,0,0,0,-0.40000000000145519,-43.100000000002183,0,0,0,0,-133.90000000000146,-66.80000000000291,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2015,P75,0,-77,0,-15,0,0,0,0,0,0,-95,-77,0,0,0,0,-169,-146,-2,1,3,0,0,0,0,0,-1
Quintile 3 (Lifetime Earnings),2015,P90,0,-43,0,-11,0,0,0,0,0,0,-140,-9,0,0,0,0,0,-156,-13,-6,0,0,0,0,0,0,-4
Quintile 3 (Lifetime Earnings),2015,P95,0,-164,0,-34,0,0,0,0,0,0,0,-120,0,0,0,0,-14,-24,0,0,0,-40,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2015,P99,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2025,P10,51.219999999999914,0,0,0,0,0,0,0,0,0,-416.38999999999942,-374.65999999999985,0,0,0,0,-400.35000000000218,-355.8700000000008,0,0,0,0,-113.21,0,0,0,0
Quintile 3 (Lifetime Earnings),2025,P25,58.5,0,0,0,0,4.2000000000000455,0,0,0,0,-396,-399.60000000000218,0,0,-445.70000000000073,0,-423.79999999999927,-417.70000000000073,0,0,0,0,-243.70000000000073,0,0,0,0
Quintile 3 (Lifetime Earnings),2025,P5,34.720000000000027,0,0,0,0,0,0,0,0,0,-148.01000000000022,-162.80000000000109,0,0,0,0,-190.76000000000204,-95.100000000000364,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2025,P50,36.700000000000728,0,0,-49.900000000000006,0,0.20000000000027285,0,0,0,0,-420.29999999999563,-416.29999999999927,0,0,-417.59999999999854,0,-316.19999999999709,-476.60000000000218,0,0,0,0,-411.60000000000036,0,0,0,0
Quintile 3 (Lifetime Earnings),2025,P75,0,-34,-72,-121,-1,-6,0,0,0,0,-401,-282,67,0,-446,-53,-377,-515,-1,0,15,0,-416,-369,0,0,-13
Quintile 3 (Lifetime Earnings),2025,P90,0,-86,-150,-241,-3,0,32,0,0,0,-156,-304,143,0,-500,-150,-380,-477,-10,0,35,0,-411,-424,-136,0,-24
Quintile 3 (Lifetime Earnings),2025,P95,0,-17,-206,-211,-3,42,9,0,0,0,-257,-754,201,0,-487,-215,-681,-392,0,0,83,-15,-506,-512,-235,0,-26
Quintile 3 (Lifetime Earnings),2025,P99,0,0,-337,-111,-6,-203,-16,0,0,-35,-309,-1249,655,0,-349,-384,-160,-602,0,0,898,0,-593,-323,-429,0,-66
Quintile 3 (Lifetime Earnings),2035,P10,279.67999999999995,0,0,0,0,0,0,0,0,0,-856.5,-983.03000000000065,0,0,0,0,-850.5099999999984,-1062.0500000000029,0,0,0,0,-1189.7000000000007,0,0,0,0
Quintile 3 (Lifetime Earnings),2035,P25,306.90000000000009,0,0,0,0,-0.30000000000006821,0,0,0,0,-825,-1170.3000000000029,0,0,-1413.8000000000011,0,-931.79999999999927,-1083.2000000000007,0,0,0,0,-1171.3999999999996,0,0,0,0
Quintile 3 (Lifetime Earnings),2035,P5,210.34999999999997,0,0,0,0,0,0,0,0,0,-650.29999999999927,-881.68999999999869,0,0,0,0,-651.03000000000247,-957.03000000000065,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2035,P50,365.69999999999982,0,0,-83.9,0,3.5,0,0,0,0,-816.69999999999709,-1138.5,0,0,-1194.7999999999993,0,-910.59999999999854,-1181.4000000000015,0,0,265.39999999999998,0,-1531.9000000000015,0,0,0,0
Quintile 3 (Lifetime Earnings),2035,P75,140,-80,-21,-191,0,-5,0,0,0,0,-800,-1081,75,0,-1462,-4,-1245,-1481,0,0,126,0,-1393,-1414,0,0,-14
Quintile 3 (Lifetime Earnings),2035,P90,120,-310,15,-495,-2,-1,0,0,0,0,-433,-1213,169,0,-1493,-137,-1510,-1711,30,-1,99,0,-1064,-2498,-16,0,-50
Quintile 3 (Lifetime Earnings),2035,P95,39,-72,-215,-444,-4,-29,-12,0,0,0,-354,-866,233,0,-1490,-253,-966,-1885,25,0,137,-37,-899,-2871,125,0,-15
Quintile 3 (Lifetime Earnings),2035,P99,0,0,53,-436,1,363,-9,0,0,-12,-2907,-108,850,0,-62,-465,-1495,-1532,590,0,565,0,743,-2540,-237,0,-69
Quintile 3 (Lifetime Earnings),2045,P10,600.24000000000012,0,0,0,0,0,0,0,0,0,-1050.4500000000007,-1409.2299999999996,0,0,0,0,-1117.0999999999985,-1422.380000000001,0,0,0,0,-1324.7100000000003,0,0,0,0
Quintile 3 (Lifetime Earnings),2045,P25,886.90000000000009,0,0,0,0,-0.10000000000002274,0,0,0,0,-1161.5,-1373.6999999999971,0,0,-2464.0999999999985,0,-1202.7000000000007,-1430.5,0,0,0,0,-2013.6000000000004,0,0,0,0
Quintile 3 (Lifetime Earnings),2045,P5,438,0,0,0,0,0,0,0,0,0,-647.96000000000095,-961.10000000000036,0,0,0,0,-555.7599999999984,-1013.4899999999998,0,0,0,0,0,0,0,0,0
Quintile 3 (Lifetime Earnings),2045,P50,883,0,0,0,0,2.2999999999997272,0,0,0,0,-541,-1133.7999999999993,0,0,-1656.2999999999993,0,-586.59999999999854,-959.10000000000218,0,0,846.2,0,-2175.5,0,0,0,0
Quintile 3 (Lifetime Earnings),2045,P75,931,-40,13,-183,1,1,0,0,0,0,-684,-1145,85,0,-1950,63,-797,-1223,0,-1,738,0,-1995,-2072,0,0,-9
Quintile 3 (Lifetime Earnings),2045,P90,530,-104,-97,-370,0,-6,0,0,0,0,-293,-481,208,0,-1688,16,-1117,-839,-36,-1,804,0,-1034,-4150,-30,0,-54
Quintile 3 (Lifetime Earnings),2045,P95,497,0,-228,-519,-3,0,-18,0,0,-18,-1198,-934,280,-10484,-1229,-276,-369,-1254,-53,-7,793,-79,-147,-5057,173,0,-58
