group,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax
Females,2035,P5,22.98,0,0,0,0,0,0,0,0,0,731.17999999999938,714.63000000000011,0,0,0,0,747.47000000000116,788.31999999999971,0,0,0,0,0,0,0,0,0
Females,2035,P50,312.19999999999982,0,0,0,0,-0.59999999999990905,0,0,0,0,-902.10000000000582,-1078.0999999999985,0,0,-1124.3999999999996,0,-952,-1136.7999999999993,0,0,160.1,0,-1431.1000000000004,0,0,0,0
Females,2035,P75,287,-77,-64,-204,-1,9,0,0,0,0,-1207,-1384,55,0,-1502,0,-1470,-1534,-1,0,148,0,-1705,-1650,0,0,-11
Females,2035,P90,324,-137,-201,-432,-3,4,0,0,0,0,-1483,-1351,191,0,-1810,-192,-2205,-2056,-15,-11,162,0,-1723,-2868,-116,0,-36
Females,2035,P95,511,0,-255,-749,-4,-46,-5,0,0,-28,-1029,-1549,307,0,-1872,-147,-1632,-2490,-31,-54,255,-18,-1650,-3232,-237,0,-84
Females,2035,P99,0,0,-2109,-912,-16,63,-34,0,0,-55,-2744,-1687,908,0,-1356,-651,-3463,-4804,0,-302,-78,0,-867,-3344,0,-470,-141
Females,2045,P10,142.51,0,0,0,0,0,0,0,0,0,1380.3500000000004,1532.7299999999996,0,0,0,0,1333.5699999999997,1589.5900000000001,0,0,0,0,0,0,0,0,0
Females,2045,P25,522.90000000000009,0,0,0,0,0.59999999999996589,0,0,0,0,-392.70000000000073,-584,0,0,-1564.6999999999998,0,-501.10000000000218,-683.09999999999854,0,0,0,0,345,0,0,0,0
Females,2045,P5,35.629999999999995,0,0,0,0,0,0,0,0,0,482.93000000000029,563.84999999999991,0,0,0,0,638.64000000000033,546.72000000000025,0,0,0,0,0,0,0,0,0
Females,2045,P50,809.40000000000055,0,0,0,0,3.5,0,0,0,0,-805.70000000000437,-1345.1000000000022,0,0,-1469.4000000000015,0,-771.90000000000146,-1203.5,0,0,579.80000000000007,0,-2168.8000000000011,0,0,0,0
Females,2045,P75,814,-38,-56,-277,0,-6,0,0,0,0,-1143,-1531,47,0,-2148,0,-1415,-1720,0,-3,728,0,-2788,-2256,0,0,-4
Females,2045,P90,538,-67,-217,-651,-3,-2,0,0,0,-26,-1760,-1999,210,0,-2500,-205,-2078,-2567,-5,0,628,0,-2600,-5415,-107,0,-55
Females,2045,P95,870,-34,-344,-804,-5,1,78,-1787,0,-26,-2489,-2053,336,0,-2495,-348,-3201,-2825,-37,-20,598,0,-2120,-6414,-192,0,-74
Females,2045,P99,601,0,-2514,-744,-28,81,210,0,0,-2,-2859,-3933,1480,0,-800,-719,-4124,-3937,-708,0,921,0,486,-7516,-755,-1626,73
Females,2055,P10,209.96,0,0,0,0,0,0,0,0,0,1789.2200000000012,1828.6599999999999,0,0,0,0,1731.7399999999998,2008.1599999999999,0,0,0,0,0,0,0,0,0
Females,2055,P25,880.40000000000009,0,0,0,0,0.30000000000001137,0,0,0,0,-115,-455.5,0,0,-2347.2999999999993,0,-135.59999999999854,-533.40000000000146,0,0,0,0,97.399999999999636,0,0,0,0
Females,2055,P5,54.5,0,0,0,0,0,0,0,0,0,514.30999999999995,593.71999999999991,0,0,0,0,517.46999999999935,464.05000000000018,0,0,0,0,0,0,0,0,0
Females,2055,P50,1653.0000000000009,0,0,0,0,1.6999999999998181,0,0,0,0,-558,-1127.8999999999978,0,0,-1661.9999999999982,0,-578.19999999999709,-895,0,0,895.5,0,-2482.5,0,0,0,0
Females,2055,P75,1880,0,-73,-316,-1,9,0,0,0,0,-547,-1267,68,0,-2373,-1,-604,-1761,0,-3,1993,0,-3390,-3175,0,0,3
Females,2055,P90,1552,-44,-248,-586,-3,15,0,0,0,-26,-1508,-1545,249,0,-2569,-235,-1826,-2064,-5,-28,1629,0,-2531,-7002,-128,0,-31
Females,2055,P95,1934,-6,-396,-789,-5,90,-12,0,-821,-31,-1946,-2215,389,0,-1940,-401,-2196,-2303,-3,-18,2123,0,-1472,-8426,-317,0,-33
Females,2055,P99,3558,0,-1294,-2037,-32,0,62,0,0,1,-4227,-5154,1574,0,140,-830,-326,-2759,-259,0,2376,442,970,-8623,-249,-4508,-31
Females,2065,P10,264.79999999999995,0,0,0,0,0,0,0,0,0,1888.0300000000007,1833.6800000000003,0,0,0,0,1901.4099999999999,1943.7600000000002,0,0,0,0,0,0,0,0,0
Females,2065,P25,1069.5999999999999,0,0,0,0,0,0,0,0,0,-47.400000000001455,-259.20000000000073,0,0,-2947.7000000000007,0,39.200000000000728,-231.59999999999854,0,0,0,0,-391,0,0,0,0
Females,2065,P5,57.43,0,0,0,0,0,0,0,0,0,1003.48,898.82,0,0,0,0,1502.6800000000003,1128.7200000000003,0,0,0,0,0,0,0,0,0
Females,2065,P50,2300.4000000000005,0,0,23.5,0,8,0,0,0,0,-123.5,-603.69999999999709,0,0,-2073.2000000000007,0,34.19999999999709,-446,0,0,1589.7,0,-3173.4000000000015,0,0,0,0
Females,2065,P75,3234,0,-71,-293,-1,8,0,0,0,-6,-521,-616,74,0,-2711,-2,-360,-824,0,0,3643,0,-3981,-4032,0,0,25
Females,2065,P90,2926,-20,-284,-548,-4,14,0,0,-633,-17,-1639,-1243,275,0,-2889,-277,-1826,-1597,-22,0,3669,0,-2867,-8851,-139,0,-13
Females,2065,P95,3131,-34,-444,-749,-6,-38,-45,0,0,-26,-2004,-1406,437,0,-2430,-461,-2953,-1251,-57,0,4191,0,-1801,-10009,-343,0,13
Females,2065,P99,2086,0,-2508,-261,-46,136,-66,0,0,11,-3696,-3726,2111,0,81,-978,-7442,-6515,-1381,0,5145,0,1177,-9677,-914,-2159,237
High School Dropouts,2015,P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2015,P25,0,0,0,0,0,0,0,0,0,0,0,-0.1999999999998181,0,0,0,0,0,-0.1000000000003638,0,0,0,0,0,0,0,0,0
High School Dropouts,2015,P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2015,P50,0,0,0,0,0,0,0,0,0,0,-64.600000000000364,-37.5,0,0,0,0,-111.70000000000073,-22.799999999999272,0,0,0,0,0,0,0,0,0
High School Dropouts,2015,P75,0,-44,0,0,0,0,0,0,0,0,-152,-63,0,0,0,0,-137,-33,0,0,0,0,0,0,0,0,0
High School Dropouts,2015,P90,0,-245,0,-30,0,0,0,0,0,0,-88,-11,0,0,0,0,0,-62,-2,-7,0,0,0,0,0,19,-10
High School Dropouts,2015,P95,0,0,0,0,0,0,0,0,0,0,-17,-257,0,0,0,0,-77,-107,-30,-13,0,0,0,0,0,0,0
High School Dropouts,2015,P99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,72,0
High School Dropouts,2025,P10,0.57999999999999829,0,0,0,0,0,0,0,0,0,280.94999999999982,403.39,0,0,0,0,421.23000000000047,481.73,0,0,0,0,0,0,0,0,0
High School Dropouts,2025,P25,11.400000000000006,0,0,0,0,0,0,0,0,0,880.60000000000036,444,0,0,-351,0,932.89999999999964,355.70000000000073,0,0,0,0,-48.400000000000091,0,0,0,0
High School Dropouts,2025,P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2025,P50,33.800000000000068,0,0,0,0,0,0,0,0,0,29.399999999999636,20.199999999998909,0,0,810.89999999999964,0,39.700000000000728,-15.5,0,0,0,0,1078.5,0,0,0,0
High School Dropouts,2025,P75,20,0,0,0,0,4,0,0,0,0,-304,-350,2,0,-299,0,-354,-419,0,0,0,0,-401,91,0,0,0
High School Dropouts,2025,P90,-62,-88,-75,-73,-1,43,0,0,0,0,-317,-401,67,0,-468,-50,-406,-390,0,0,27,0,-446,-382,-81,-910,-12
High School Dropouts,2025,P95,0,-73,-92,-81,-2,57,66,0,0,0,-610,-248,110,0,-526,-102,-325,-382,0,17,52,0,-459,-450,-57,-1427,-21
High School Dropouts,2025,P99,0,0,-32,-435,-3,24,91,0,0,0,-2092,-382,226,0,-619,-201,-431,-523,0,0,308,0,-614,-644,-387,-213,-23
High School Dropouts,2035,P10,3.5399999999999991,0,0,0,0,0,0,0,0,0,90.789999999999964,15.160000000000082,0,0,0,0,383.09999999999991,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2035,P25,52.500000000000007,0,0,0,0,0,0,0,0,0,1216.1999999999998,887.19999999999982,0,0,0,0,1244.2999999999993,919.60000000000036,0,0,0,0,-145.1,0,0,0,0
High School Dropouts,2035,P5,1.960000000000008,0,0,0,0,0,0,0,0,0,5.4500000000002728,0,0,0,0,0,0.12000000000000455,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2035,P50,160.99999999999989,0,0,0,0,1.2000000000000455,0,0,0,0,8.1000000000003638,-91.400000000001455,0,0,180.60000000000036,0,72.600000000002183,-191.10000000000036,0,0,0,0,1069.8999999999996,0,0,0,0
High School Dropouts,2035,P75,268,0,0,0,0,5,0,0,0,0,-641,-847,1,0,-913,0,-732,-992,0,0,72,0,-1086,-448,0,0,0
High School Dropouts,2035,P90,157,-38,-108,-154,-2,-9,0,0,0,0,-1053,-1126,94,0,-1129,-68,-979,-1078,0,0,152,0,-1573,-1498,-65,0,-6
High School Dropouts,2035,P95,83,-57,-184,-297,-2,22,56,0,0,0,-1072,-1238,169,0,-1244,-134,-1170,-886,0,3,110,0,-1640,-2633,-188,-2273,-53
High School Dropouts,2035,P99,-456,0,-572,-340,-6,22,-2,0,0,-5,-1023,-2242,607,0,-2184,-364,-4084,-2511,0,0,210,0,-1213,-2257,-531,-468,-103
High School Dropouts,2045,P10,8.8499999999999943,0,0,0,0,0,0,0,0,0,111.71000000000004,0,0,0,0,0,64.190000000000055,319,0,0,0,0,0,0,0,0,0
High School Dropouts,2045,P25,90.2,0,0,0,0,0,0,0,0,0,1599.3000000000002,1082.0999999999995,0,0,0,0,1657.6000000000004,970,0,0,0,0,0,0,0,0,0
High School Dropouts,2045,P5,8.1000000000000085,0,0,0,0,0,0,0,0,0,13.470000000000255,0,0,0,0,0,44.31,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2045,P50,299.60000000000014,0,0,0,0,-1.5,0,0,0,0,121.5,-8,0,0,-325.20000000000073,0,-4.2000000000007276,82.400000000001455,0,0,0,0,1301.8000000000011,0,0,0,0
High School Dropouts,2045,P75,512,0,-6,0,0,9,0,0,0,0,-876,-1003,0,0,-1189,0,-786,-1162,0,0,450,0,-1220,-376,0,0,0
High School Dropouts,2045,P90,691,-24,-100,-236,-1,-6,0,0,0,0,-936,-1581,95,0,-1881,-62,-1385,-1751,0,-5,730,0,-2659,-2150,-96,0,-4
High School Dropouts,2045,P95,1294,-64,-147,-480,-3,0,50,0,0,0,-1206,-2490,178,0,-1959,-133,-476,-1534,0,-7,634,0,-2766,-3717,-231,-3759,-49
High School Dropouts,2045,P99,1449,0,-405,-976,-6,131,347,0,0,-11,-4262,-5090,387,0,-3478,-349,-2142,-3387,0,0,-1,0,-901,-4930,-602,-715,12
High School Dropouts,2055,P10,10.71,0,0,0,0,0,0,0,0,0,177.93000000000006,0,0,0,0,0,227.7199999999998,366.27,0,0,0,0,0,0,0,0,0
High School Dropouts,2055,P25,137.69999999999999,0,0,0,0,0,0,0,0,0,2118.8000000000002,1478,0,0,0,0,2321,1399.8000000000011,0,0,0,0,0,0,0,0,0
High School Dropouts,2055,P5,9.6000000000000085,0,0,0,0,0,0,0,0,0,161.92999999999938,10.090000000000146,0,0,0,0,49.360000000000014,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2055,P50,548.79999999999995,0,0,0,0,0,0,0,0,0,271.39999999999964,84.200000000000728,0,0,-576,0,325,99.5,0,0,0,0,1479.7000000000007,0,0,0,0
High School Dropouts,2055,P75,1259,0,-10,0,0,10,0,0,0,0,-328,-1041,0,0,-1201,0,-381,-981,0,0,880,0,-1396,-1048,0,0,0
High School Dropouts,2055,P90,1667,-11,-67,-155,-2,-11,0,0,0,0,-1128,-1201,107,0,-1806,-69,-223,-1036,0,0,1813,0,-2998,-3350,-119,0,8
High School Dropouts,2055,P95,2072,-24,-211,-330,-3,9,-11,0,0,-26,533,-1145,196,0,-2269,-151,-446,-907,0,0,2341,0,-3317,-5286,-201,-1676,-75
High School Dropouts,2055,P99,0,0,-442,-1324,-7,0,-43,0,-821,37,-1557,100,440,0,-4204,-402,-508,-789,0,0,6635,0,-2700,-6941,-649,-955,-87
High School Dropouts,2065,P10,10.650000000000006,0,0,0,0,0,0,0,0,0,243.65999999999985,128.25,0,0,0,0,303.89000000000033,574.47,0,0,0,0,0,0,0,0,0
High School Dropouts,2065,P25,154.89999999999998,0,0,0,0,0,0,0,0,0,2704.2,2432.6000000000004,0,0,0,0,2986.2999999999993,2592.8000000000011,0,0,0,0,0,0,0,0,0
High School Dropouts,2065,P5,9.39,0,0,0,0,0,0,0,0,0,146.61000000000058,0,0,0,0,0,161.86000000000001,0,0,0,0,0,0,0,0,0,0
High School Dropouts,2065,P50,683.59999999999991,0,0,0,0,1.8999999999999773,0,0,0,0,228.59999999999854,48.700000000000728,0,0,-1007.6000000000004,0,205.09999999999854,32.099999999998545,0,0,0,0,1246.5,0,0,0,0
High School Dropouts,2065,P75,1881,0,-16,-6,0,20,0,0,0,0,-354,-828,0,0,-1566,0,-390,-1091,0,0,1230,0,-1768,-1443,0,0,0
High School Dropouts,2065,P90,2987,0,-132,-236,-2,3,0,0,0,-11,-1253,-1688,117,0,-2576,-79,-1070,-2409,-4,0,3759,0,-3885,-3894,-139,0,7
High School Dropouts,2065,P95,3257,-28,-233,-468,-3,37,-88,0,0,-23,-1810,-1804,219,0,-3190,-97,-819,-2069,0,0,4120,0,-3776,-6424,-136,-803,-16
High School Dropouts,2065,P99,2012,0,-502,-167,-7,0,-73,0,0,-72,-498,-6287,496,0,-3441,0,-2552,-4862,0,0,5134,0,-2149,-9594,-781,-1188,52
High School Graduate,2025,P10,11.89,0,0,0,0,0,0,0,0,0,620.27000000000044,780.38000000000011,0,0,0,0,651.34000000000015,889.30999999999949,0,0,0,0,0,0,0,0,0
High School Graduate,2025,P25,28.600000000000023,0,0,0,0,-0.60000000000002274,0,0,0,0,-84.600000000002183,-153.20000000000073,0,0,362.49999999999909,0,-148.19999999999709,-183.79999999999927,0,0,0,0,621.69999999999891,0,0,0,0
High School Graduate,2025,P5,8.259999999999998,0,0,0,0,0,0,0,0,0,577.25,524.18000000000029,0,0,0,0,553.14000000000124,628.09000000000015,0,0,0,0,0,0,0,0,0
High School Graduate,2025,P50,33.400000000000091,0,0,0,0,-3,0,0,0,0,-256.59999999999854,-322.10000000000218,0,0,-352.19999999999891,0,-297.90000000000146,-414.20000000000073,0,0,0,0,-318.59999999999854,0,0,0,0
High School Graduate,2025,P75,11,-111,-50,-84,-1,1,0,0,0,0,-452,-511,43,0,-482,0,-382,-602,0,-1,2,0,-445,-371,0,0,-10
High School Graduate,2025,P90,-127,-129,-136,-204,-2,0,0,0,0,0,-409,-469,129,0,-476,-123,-544,-533,0,0,-31,0,-460,-487,-130,0,-51
High School Graduate,2025,P95,122,-96,-203,-236,-3,0,38,0,0,0,-481,-649,192,0,-528,-193,-479,-519,0,0,-41,9,-529,-539,-229,0,-41
High School Graduate,2025,P99,-381,0,-437,-837,-8,0,27,0,0,-38,-443,-622,1146,0,-456,-413,-810,-1931,0,-64,91,0,-570,-598,-528,-601,-106
High School Graduates,2015,P10,0,0,0,0,0,0,0,0,0,0,-2.5599999999994907,0,0,0,0,0,-10.479999999999563,-5.6000000000003638,0,0,0,0,0,0,0,0,0
High School Graduates,2015,P25,0,0,0,0,0,0,0,0,0,0,-34.799999999999272,-17.600000000000364,0,0,0,0,-42.30000000000291,-5,0,0,0,0,0,0,0,0,0
High School Graduates,2015,P5,0,0,0,0,0,0,0,0,0,0,-17.649999999999636,0,0,0,0,0,0,-2.4500000000007276,0,0,0,0,0,0,0,0,0
High School Graduates,2015,P50,0,0,0,0,0,0,0,0,0,0,-88.100000000002183,-62.400000000001455,0,0,0,0,-40.400000000001455,-39.900000000001455,0,0,0,0,0,0,0,0,0
High School Graduates,2015,P75,0,-150,0,-25,0,0,0,0,0,0,-121,-73,0,0,0,0,-150,-129,0,0,0,0,0,0,0,0,-2
High School Graduates,2015,P90,0,-200,0,-23,0,0,0,0,0,0,-65,-16,0,0,0,0,-99,-94,34,1,0,0,0,0,0,0,-10
High School Graduates,2015,P95,0,-36,0,-57,0,0,0,0,0,0,0,-37,0,0,0,0,-98,-119,1,5,0,0,0,0,0,0,0
High School Graduates,2015,P99,0,0,0,0,0,0,0,0,0,0,-1493,0,0,0,0,0,0,0,0,0,0,-180,0,0,0,0,0
High School Graduates,2035,P10,69.31,0,0,0,0,0,0,0,0,0,1038.7299999999996,934.60999999999967,0,0,0,0,1038.1399999999994,990.84000000000015,0,0,0,0,0,0,0,0,0
High School Graduates,2035,P25,174.09999999999991,0,0,0,0,0,0,0,0,0,-208.5,-448.70000000000073,0,0,-643,0,-219,-475.89999999999964,0,0,0,0,411.79999999999927,0,0,0,0
High School Graduates,2035,P5,20.92,0,0,0,0,0,0,0,0,0,693.65000000000055,799.12999999999965,0,0,0,0,728.28999999999905,745.51999999999953,0,0,0,0,0,0,0,0,0
High School Graduates,2035,P50,269,0,0,0,0,0,0,0,0,0,-748.29999999999927,-989.5,0,0,-1038.1000000000004,0,-796.10000000000218,-1005.5999999999985,0,0,10.5,0,-1136.1999999999989,0,0,0,0
High School Graduates,2035,P75,213,-68,-43,-193,-1,-3,0,0,0,0,-848,-1223,35,0,-1433,0,-947,-1119,0,-2,168,0,-1472,-1294,0,0,-6
High School Graduates,2035,P90,213,-112,-156,-423,-2,27,0,0,0,0,-1333,-1410,147,0,-1707,-132,-1602,-1663,5,-2,77,0,-1570,-2229,-135,0,-31
High School Graduates,2035,P95,204,-75,-242,-557,-3,87,23,0,0,0,-1309,-1092,231,0,-1793,-225,-1272,-2176,0,-31,199,-21,-1447,-2795,-240,0,-63
High School Graduates,2035,P99,-1471,0,-1339,-947,-14,132,-37,0,0,-12,-3172,-2260,1263,0,-1226,-500,-2314,-1895,0,0,353,-9,-764,-3555,-624,-1425,-141
High School Graduates,2045,P10,140.46999999999997,0,0,0,0,0,0,0,0,0,1150.1200000000008,1156.83,0,0,0,0,1182.0200000000004,1226.67,0,0,0,0,0,0,0,0,0
High School Graduates,2045,P25,439.5,0,0,0,0,0,0,0,0,0,-201.10000000000036,-440.19999999999891,0,0,-1440,0,-193,-472.10000000000036,0,0,0,0,105.60000000000036,0,0,0,0
High School Graduates,2045,P5,27.259999999999998,0,0,0,0,0,0,0,0,0,464.48999999999978,231.2199999999998,0,0,0,0,582.09000000000015,409.55999999999949,0,0,0,0,0,0,0,0,0
High School Graduates,2045,P50,761.39999999999964,0,0,0,0,1.3999999999998636,0,0,0,0,-702.30000000000291,-1101.4000000000015,0,0,-1078.3999999999996,0,-542.30000000000291,-1111.2999999999993,0,0,111,0,-1190.7000000000007,0,0,0,0
High School Graduates,2045,P75,918,-18,-37,-208,-1,14,0,0,0,0,-646,-1274,40,0,-1929,0,-1051,-1442,0,-1,765,0,-2406,-1904,0,0,-2
High School Graduates,2045,P90,263,-53,-187,-541,-3,2,0,0,0,-8,-1775,-2014,178,0,-2496,-143,-1585,-2443,-14,0,506,0,-2386,-4055,-152,0,-52
High School Graduates,2045,P95,1062,-81,-296,-419,-4,6,164,0,0,-32,-1939,-2129,287,0,-2306,-271,-2654,-2481,-38,4,613,0,-1870,-5562,-324,0,-79
High School Graduates,2045,P99,376,0,-2536,-239,-17,0,-15,0,0,-32,-3124,-3168,2188,0,-1275,-626,-1029,-1131,0,-41,637,0,77,-7190,-800,-2525,-117
High School Graduates,2055,P10,199.37,0,0,0,0,0,0,0,0,0,1651.1800000000003,1513.2399999999998,0,0,0,0,1624.8100000000013,1740.0300000000007,0,0,0,0,0,0,0,0,0
High School Graduates,2055,P25,709.40000000000009,0,0,0,0,0,0,0,0,0,68.100000000000364,-149.60000000000036,0,0,-1946.3999999999996,0,47.799999999999272,-203.70000000000073,0,0,0,0,7.6999999999989086,0,0,0,0
High School Graduates,2055,P5,31.39,0,0,0,0,0,0,0,0,0,508.98,607.70000000000005,0,0,0,0,953.35000000000036,689.35999999999967,0,0,0,0,0,0,0,0,0
High School Graduates,2055,P50,1406.3999999999996,0,0,0,0,8.3000000000001819,0,0,0,0,-15,-612.29999999999927,0,0,-1126.5999999999985,0,67.5,-536.5,0,0,292.7,0,-1243.3999999999996,0,0,0,0
High School Graduates,2055,P75,2032,0,-61,-220,-1,27,0,0,0,0,164,-1027,52,0,-2162,0,-453,-1255,0,0,2054,0,-2856,-2517,0,0,8
High School Graduates,2055,P90,2368,-23,-209,-509,-3,28,0,0,0,-22,-70,-1017,200,0,-2752,-169,-789,-1581,0,-7,2253,0,-2918,-5139,-176,0,-23
High School Graduates,2055,P95,1537,0,-328,-707,-5,40,-46,0,0,-28,-1487,-1266,320,0,-2592,-299,-2314,-2423,0,-2,1868,0,-2092,-7222,-361,0,-89
High School Graduates,2055,P99,3887,0,-740,-997,-10,128,-26,0,0,-36,-2392,-4509,2090,0,-1992,-685,-4364,-2399,0,-125,4769,0,497,-8328,-829,-3905,-142
High School Graduates,2065,P10,234.32999999999998,0,0,0,0,0,0,0,0,0,1685.5399999999991,1878.8000000000002,0,0,0,0,1775.5200000000004,1831.6299999999992,0,0,0,0,0,0,0,0,0
High School Graduates,2065,P25,871.2,0,0,0,0,0,0,0,0,0,446.10000000000218,-11.600000000000364,0,0,-1945.7000000000007,0,519.29999999999927,-64.200000000000728,0,0,0,0,-169.10000000000036,0,0,0,0
High School Graduates,2065,P5,34.130000000000003,0,0,0,0,0,0,0,0,0,592.84000000000015,436.51,0,0,0,0,907,660.96,0,0,0,0,0,0,0,0,0
High School Graduates,2065,P50,1953.6000000000004,0,0,0,0,2.6999999999998181,0,0,0,0,45,-372.40000000000146,0,0,-1550.2000000000007,0,157.79999999999563,-223.10000000000218,0,0,697.2,0,-1541.1000000000022,0,0,0,0
High School Graduates,2065,P75,3142,0,-57,-181,-1,13,0,0,0,-1,-155,-653,56,0,-2581,0,-155,-337,0,-5,3456,0,-3472,-3123,0,0,15
High School Graduates,2065,P90,3749,-14,-220,-290,-3,5,0,0,0,-15,-1030,-697,211,0,-3647,-172,-1096,-1648,-1,-4,4280,0,-3408,-6221,-185,0,-12
High School Graduates,2065,P95,2582,0,-344,-281,-5,24,-37,0,0,-12,-2489,-1096,339,0,-3351,-321,-2315,-1134,-66,-12,3802,0,-2136,-8737,-374,0,5
High School Graduates,2065,P99,1263,0,-2998,843,-22,0,-111,0,0,31,269,-3047,3005,0,-2011,-761,-4234,-1794,0,-95,5652,0,304,-10424,-936,-2223,-211
Hispanics,2015,P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hispanics,2015,P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hispanics,2015,P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hispanics,2015,P50,0,0,0,0,0,0,0,0,0,0,-14.199999999998909,-19.399999999999636,0,0,0,0,-57,-12.299999999999272,0,0,0,0,0,0,0,0,0
Hispanics,2015,P75,0,-47,0,-5,0,0,0,0,0,0,-152,-156,0,0,0,0,-5,-121,0,0,0,0,0,0,0,0,0
Hispanics,2015,P90,0,-158,0,-5,0,0,0,0,0,0,0,-135,0,0,0,0,-159,-14,0,-1,0,0,0,0,0,15,-8
Hispanics,2015,P95,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Hispanics,2015,P99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hispanics,2025,P10,0.97999999999999687,0,0,0,0,0,0,0,0,0,-25,-209.86,0,0,0,0,0,-144.26,0,0,0,0,0,0,0,0,0
Hispanics,2025,P25,15.400000000000006,0,0,0,0,0,0,0,0,0,637.60000000000036,444.80000000000018,0,0,0,0,681.5,445.39999999999964,0,0,0,0,0,0,0,0,0
Hispanics,2025,P5,0.16999999999998749,0,0,0,0,0,0,0,0,0,-6.5600000000004002,0,0,0,0,0,1.0200000000000031,0,0,0,0,0,0,0,0,0,0
Hispanics,2025,P50,52,0,0,0,0,0,0,0,0,0,-7.7000000000007276,-125.19999999999891,0,0,655.29999999999927,0,-26.799999999999272,-97.899999999999636,0,0,0,0,1026.8999999999996,0,0,0,0
Hispanics,2025,P75,71,-55,-48,-52,-1,0,0,0,0,0,-145,-384,33,0,-289,-19,-315,-225,0,0,0,0,-339,25,0,0,0
Hispanics,2025,P90,0,-47,-122,-80,-1,-11,140,0,0,0,-410,-224,118,0,-486,-115,-574,-290,-10,-3,27,0,-467,-330,-107,0,-29
Hispanics,2025,P95,322,-73,-198,-286,-2,54,67,0,0,0,-411,-529,181,0,-531,-185,-748,-444,3,-22,0,0,-510,-494,-225,-2259,-47
Hispanics,2025,P99,0,0,-389,-1553,-16,139,467,0,0,0,-1151,-1066,1305,0,-492,-408,-1368,409,0,0,53,0,-507,-644,-517,-214,-124
Hispanics,2035,P10,4.1900000000000048,0,0,0,0,0,0,0,0,0,61.769999999999982,-15.290000000000077,0,0,0,0,98.760000000000218,-3.5,0,0,0,0,0,0,0,0,0
Hispanics,2035,P25,119.1,0,0,0,0,0,0,0,0,0,1038.8999999999996,938.39999999999964,0,0,0,0,966.10000000000036,928.20000000000073,0,0,0,0,0,0,0,0,0
Hispanics,2035,P5,1.8399999999999892,0,0,0,0,0,0,0,0,0,8.4299999999998363,12.550000000000182,0,0,0,0,15.589999999999975,0,0,0,0,0,0,0,0,0,0
Hispanics,2035,P50,269.09999999999991,0,0,0,0,0,0,0,0,0,-360.09999999999854,-641.59999999999854,0,0,-199.60000000000036,0,-451.70000000000073,-659.59999999999854,0,0,0,0,400.89999999999964,0,0,0,0
Hispanics,2035,P75,527,0,-70,-106,-1,-5,0,0,0,0,-872,-920,44,0,-1193,-28,-1203,-1264,0,0,312,0,-1489,-986,0,0,1
Hispanics,2035,P90,402,-21,-178,-484,-2,-11,0,0,0,0,-479,-1142,156,0,-1876,-159,-901,-1317,-15,5,368,0,-2058,-1700,-40,0,-18
Hispanics,2035,P95,551,-150,-281,-374,-4,-6,-30,0,0,0,-582,-598,256,0,-2178,-265,-2003,-316,-28,28,236,0,-1684,-2736,-294,-251,-70
Hispanics,2035,P99,864,0,-528,-1913,-8,283,-1,0,0,-69,-1909,-1779,1577,0,-1738,-608,-1502,-4598,-208,0,326,-27,-967,-3659,-680,-1169,-133
Hispanics,2045,P10,29.7,0,0,0,0,0,0,0,0,0,400.27,542.42000000000007,0,0,0,0,342.35999999999967,492.84000000000003,0,0,0,0,0,0,0,0,0
Hispanics,2045,P25,270.19999999999993,0,0,0,0,0,0,0,0,0,966.29999999999927,1206.1000000000004,0,0,0,0,1146.8999999999996,1250.8999999999996,0,0,0,0,0,0,0,0,0
